loss,MSE,KLD,created_at,epoch,avg_val_loss
2.212789535522461,2.160189151763916,-10.273494720458984,2020-08-16 22:50:57.554391,,
,,,2020-08-16 22:50:57.705393,0.0,
2.347074031829834,2.2443089485168457,-20.071308135986328,2020-08-16 22:50:57.825765,,
2.1114442348480225,2.0657973289489746,-8.915403366088867,2020-08-16 22:50:57.893134,,
2.1062533855438232,2.0649309158325195,-8.070810317993164,2020-08-16 22:50:57.995349,,
2.0775911808013916,2.0282094478607178,-9.644851684570312,2020-08-16 22:50:58.067819,,
2.1371283531188965,2.0985589027404785,-7.533099174499512,2020-08-16 22:50:58.139549,,
1.9304953813552856,1.904709815979004,-5.036248207092285,2020-08-16 22:50:58.198702,,
2.0299861431121826,2.006155014038086,-4.654502868652344,2020-08-16 22:50:58.275851,,
1.9059641361236572,1.8759092092514038,-5.870110034942627,2020-08-16 22:50:58.337046,,
1.9155316352844238,1.877010703086853,-7.523622512817383,2020-08-16 22:50:58.413760,,
1.801962971687317,1.7549364566802979,-9.184855461120605,2020-08-16 22:50:58.487638,,
1.8548476696014404,1.7998416423797607,-10.743371963500977,2020-08-16 22:50:58.562222,,
1.7845780849456787,1.7242705821990967,-11.778816223144531,2020-08-16 22:50:58.629852,,
1.7848095893859863,1.7216441631317139,-12.33700942993164,2020-08-16 22:50:58.733431,,
1.6165183782577515,1.555587649345398,-11.900525093078613,2020-08-16 22:50:58.817652,,
1.600832223892212,1.540809988975525,-11.723098754882812,2020-08-16 22:50:58.883413,,
1.5611770153045654,1.4914464950561523,-13.619230270385742,2020-08-16 22:50:58.937420,,
1.4537333250045776,1.3709182739257812,-16.174814224243164,2020-08-16 22:50:59.009496,,
1.4273830652236938,1.3375238180160522,-17.55063247680664,2020-08-16 22:50:59.073810,,
1.425647258758545,1.3408257961273193,-16.566692352294922,2020-08-16 22:50:59.127409,,
1.4044824838638306,1.3201537132263184,-16.470458984375,2020-08-16 22:50:59.199508,,
1.417676568031311,1.336908221244812,-15.775064468383789,2020-08-16 22:50:59.280377,,
1.3450127840042114,1.2635236978530884,-15.915831565856934,2020-08-16 22:50:59.368186,,
1.3550810813903809,1.2665303945541382,-17.295055389404297,2020-08-16 22:50:59.456338,,
1.3599603176116943,1.2591748237609863,-19.68465805053711,2020-08-16 22:50:59.567992,,
1.3289908170700073,1.2232906818389893,-20.64455795288086,2020-08-16 22:50:59.643720,,
1.3407576084136963,1.2362850904464722,-20.404781341552734,2020-08-16 22:50:59.714313,,
1.3362572193145752,1.229589581489563,-20.833534240722656,2020-08-16 22:50:59.771741,,
1.3090370893478394,1.2036194801330566,-20.589380264282227,2020-08-16 22:50:59.835119,,
1.2526731491088867,1.1453818082809448,-20.95533561706543,2020-08-16 22:50:59.892796,,
1.2722725868225098,1.1591894626617432,-22.086559295654297,2020-08-16 22:50:59.964301,,
1.2235283851623535,1.1131994724273682,-21.548606872558594,2020-08-16 22:51:00.071383,,
1.2376412153244019,1.127577781677246,-21.496761322021484,2020-08-16 22:51:00.146340,,
1.277389645576477,1.1615548133850098,-22.623992919921875,2020-08-16 22:51:00.229650,,
1.1916753053665161,1.0773289203643799,-22.333274841308594,2020-08-16 22:51:00.301347,,
1.2992277145385742,1.186048984527588,-22.1052303314209,2020-08-16 22:51:00.367385,,
1.2029452323913574,1.0855236053466797,-22.933917999267578,2020-08-16 22:51:00.429249,,
1.2536500692367554,1.131033182144165,-23.9486083984375,2020-08-16 22:51:00.500295,,
1.2387996912002563,1.1171987056732178,-23.750192642211914,2020-08-16 22:51:00.589142,,
1.241304874420166,1.125424861907959,-22.6328182220459,2020-08-16 22:51:00.649901,,
