loss,MSE,KLD,created_at,epoch,avg_val_loss
1.6764832735061646,1.614711046218872,-12.064899444580078,2020-08-16 12:26:46.852502,,
1.6300967931747437,1.56825852394104,-12.077776908874512,2020-08-16 12:26:46.928257,,
1.7269747257232666,1.663488745689392,-12.399612426757812,2020-08-16 12:26:47.056443,,
1.656032919883728,1.5901038646697998,-12.876764297485352,2020-08-16 12:26:47.137191,,
1.645538568496704,1.5814974308013916,-12.508036613464355,2020-08-16 12:26:47.205723,,
1.6957467794418335,1.6315640211105347,-12.535701751708984,2020-08-16 12:26:47.279125,,
1.6119375228881836,1.5470690727233887,-12.66963005065918,2020-08-16 12:26:47.351982,,
1.612475872039795,1.5458658933639526,-13.009756088256836,2020-08-16 12:26:47.437096,,
1.5441040992736816,1.4770536422729492,-13.095802307128906,2020-08-16 12:26:47.538198,,
1.567508339881897,1.4972909688949585,-13.714330673217773,2020-08-16 12:26:47.600362,,
1.5684338808059692,1.4994523525238037,-13.472962379455566,2020-08-16 12:26:47.669511,,
1.5666714906692505,1.495476245880127,-13.905317306518555,2020-08-16 12:26:47.756641,,
1.563930630683899,1.4935309886932373,-13.749934196472168,2020-08-16 12:26:47.811078,,
1.5858384370803833,1.5124833583831787,-14.327168464660645,2020-08-16 12:26:47.885320,,
1.5105689764022827,1.4358994960784912,-14.583892822265625,2020-08-16 12:26:47.959866,,
1.5432394742965698,1.468544840812683,-14.588790893554688,2020-08-16 12:26:48.026274,,
1.5599945783615112,1.486549735069275,-14.344696998596191,2020-08-16 12:26:48.087818,,
1.5232949256896973,1.4476430416107178,-14.775766372680664,2020-08-16 12:26:48.157338,,
1.480909824371338,1.404280424118042,-14.966686248779297,2020-08-16 12:26:48.226788,,
1.5098490715026855,1.4334924221038818,-14.913400650024414,2020-08-16 12:26:48.291265,,
1.4936195611953735,1.413154125213623,-15.715909957885742,2020-08-16 12:26:48.345300,,
1.50314462184906,1.4233777523040771,-15.579460144042969,2020-08-16 12:26:48.418765,,
1.4597797393798828,1.376319408416748,-16.300838470458984,2020-08-16 12:26:48.521647,,
1.4323452711105347,1.3499683141708374,-16.08925437927246,2020-08-16 12:26:48.596549,,
1.4381996393203735,1.3537328243255615,-16.497426986694336,2020-08-16 12:26:48.668286,,
1.457206130027771,1.371572494506836,-16.725311279296875,2020-08-16 12:26:48.737032,,
1.4477139711380005,1.3598477840423584,-17.161357879638672,2020-08-16 12:26:48.805218,,
1.4442905187606812,1.3602585792541504,-16.41248321533203,2020-08-16 12:26:48.882809,,
1.498656988143921,1.4129613637924194,-16.73743438720703,2020-08-16 12:26:48.960211,,
1.418947696685791,1.3322663307189941,-16.92995262145996,2020-08-16 12:26:49.028271,,
1.455805778503418,1.3665117025375366,-17.44025230407715,2020-08-16 12:26:49.098435,,
1.5243852138519287,1.4338897466659546,-17.674884796142578,2020-08-16 12:26:49.157983,,
1.329234004020691,1.2384276390075684,-17.735620498657227,2020-08-16 12:26:49.236255,,
1.3914358615875244,1.2994790077209473,-17.96031951904297,2020-08-16 12:26:49.339745,,
1.3018362522125244,1.2067073583602905,-18.579856872558594,2020-08-16 12:26:49.451109,,
1.416103482246399,1.3218809366226196,-18.402835845947266,2020-08-16 12:26:49.541648,,
1.3878928422927856,1.291712999343872,-18.78513526916504,2020-08-16 12:26:49.665018,,
,,,2020-08-16 12:26:49.706215,0.0,
1.4141713380813599,1.3188910484313965,-18.609426498413086,2020-08-16 12:26:49.769670,,
1.3706375360488892,1.2724742889404297,-19.17250633239746,2020-08-16 12:26:49.853243,,
1.3471434116363525,1.2508609294891357,-18.80517578125,2020-08-16 12:26:49.922862,,
1.3271801471710205,1.231407880783081,-18.705509185791016,2020-08-16 12:26:49.988422,,
1.3488805294036865,1.2530295848846436,-18.72088623046875,2020-08-16 12:26:50.068011,,
1.3976881504058838,1.300846815109253,-18.91431427001953,2020-08-16 12:26:50.131431,,
1.3823702335357666,1.2860758304595947,-18.807491302490234,2020-08-16 12:26:50.188947,,
1.3350390195846558,1.238709807395935,-18.814308166503906,2020-08-16 12:26:50.293013,,
1.3239485025405884,1.2252752780914307,-19.27212142944336,2020-08-16 12:26:50.369273,,
1.3057700395584106,1.2078847885131836,-19.118209838867188,2020-08-16 12:26:50.445283,,
1.3422667980194092,1.2462842464447021,-18.746585845947266,2020-08-16 12:26:50.512824,,
1.3409191370010376,1.241004467010498,-19.514575958251953,2020-08-16 12:26:50.616719,,
1.2937500476837158,1.1920305490493774,-19.867084503173828,2020-08-16 12:26:50.707292,,
1.2878742218017578,1.1855201721191406,-19.991024017333984,2020-08-16 12:26:50.769823,,
1.2742778062820435,1.1762419939041138,-19.147628784179688,2020-08-16 12:26:50.857957,,
1.3193107843399048,1.2178571224212646,-19.81515884399414,2020-08-16 12:26:50.921425,,
1.272745132446289,1.1730430126190186,-19.473064422607422,2020-08-16 12:26:50.994011,,
1.3578906059265137,1.2578071355819702,-19.547561645507812,2020-08-16 12:26:51.071219,,
1.2356948852539062,1.135158896446228,-19.63594627380371,2020-08-16 12:26:51.137400,,
1.2828187942504883,1.1815739870071411,-19.774372100830078,2020-08-16 12:26:51.197693,,
1.2916009426116943,1.188611388206482,-20.115144729614258,2020-08-16 12:26:51.266751,,
1.2724360227584839,1.1700539588928223,-19.996492385864258,2020-08-16 12:26:51.360316,,
1.278672695159912,1.1744555234909058,-20.35492706298828,2020-08-16 12:26:51.450581,,
1.2925666570663452,1.189502477645874,-20.12971305847168,2020-08-16 12:26:51.542597,,
1.2651410102844238,1.160078763961792,-20.519977569580078,2020-08-16 12:26:51.616600,,
1.2457985877990723,1.1404222249984741,-20.58132553100586,2020-08-16 12:26:51.691776,,
1.2905853986740112,1.182724952697754,-21.066490173339844,2020-08-16 12:26:51.781850,,
1.3028409481048584,1.1932322978973389,-21.40793228149414,2020-08-16 12:26:51.847869,,
1.2517653703689575,1.143944263458252,-21.05881118774414,2020-08-16 12:26:51.942834,,
1.3426494598388672,1.2346165180206299,-21.100191116333008,2020-08-16 12:26:52.029604,,
1.265743613243103,1.15877103805542,-20.893089294433594,2020-08-16 12:26:52.131718,,
1.278934121131897,1.1721280813217163,-20.860557556152344,2020-08-16 12:26:52.212794,,
1.2813396453857422,1.1761661767959595,-20.54169273376465,2020-08-16 12:26:52.297655,,
1.225768804550171,1.1152042150497437,-21.594636917114258,2020-08-16 12:26:52.358965,,
1.2622073888778687,1.1550993919372559,-20.919525146484375,2020-08-16 12:26:52.427135,,
1.2424818277359009,1.1331952810287476,-21.345027923583984,2020-08-16 12:26:52.496102,,
1.2822046279907227,1.1723341941833496,-21.459068298339844,2020-08-16 12:26:52.589416,,
1.2593659162521362,1.1494324207305908,-21.471389770507812,2020-08-16 12:26:52.669382,,
1.2605628967285156,1.1499392986297607,-21.60616683959961,2020-08-16 12:26:52.734186,,
1.2180793285369873,1.1056243181228638,-21.963871002197266,2020-08-16 12:26:52.793156,,
1.2609305381774902,1.1479344367980957,-22.06954002380371,2020-08-16 12:26:52.864848,,
1.2472219467163086,1.1337461471557617,-22.163230895996094,2020-08-16 12:26:52.938181,,
1.260264277458191,1.148500680923462,-21.828834533691406,2020-08-16 12:26:53.011868,,
1.2226938009262085,1.1114777326583862,-21.721881866455078,2020-08-16 12:26:53.075225,,
1.2428187131881714,1.1322247982025146,-21.60038185119629,2020-08-16 12:26:53.140257,,
1.2596980333328247,1.1474183797836304,-21.929630279541016,2020-08-16 12:26:53.193628,,
1.227635383605957,1.1171154975891113,-21.585906982421875,2020-08-16 12:26:53.256708,,
1.2220981121063232,1.1117231845855713,-21.55760383605957,2020-08-16 12:26:53.315907,,
1.301512598991394,1.1894603967666626,-21.885202407836914,2020-08-16 12:26:53.381743,,
1.2566832304000854,1.1425524950027466,-22.291170120239258,2020-08-16 12:26:53.439396,,
,,,2020-08-16 12:26:53.482471,0.0,
1.234149694442749,1.1222552061080933,-21.85439109802246,2020-08-16 12:26:53.536462,,
1.2425552606582642,1.1244248151779175,-23.072351455688477,2020-08-16 12:26:53.628902,,
1.2329634428024292,1.1180238723754883,-22.449125289916992,2020-08-16 12:26:53.693572,,
1.1997013092041016,1.08402681350708,-22.59267234802246,2020-08-16 12:26:53.751705,,
1.1768171787261963,1.059274673461914,-22.957523345947266,2020-08-16 12:26:53.821413,,
1.1844542026519775,1.066585659980774,-23.021203994750977,2020-08-16 12:26:53.886900,,
1.1947585344314575,1.0783376693725586,-22.738449096679688,2020-08-16 12:26:53.956014,,
1.1935025453567505,1.0751941204071045,-23.10710906982422,2020-08-16 12:26:54.024945,,
1.240411400794983,1.1225782632827759,-23.014280319213867,2020-08-16 12:26:54.090205,,
1.1660836935043335,1.0509905815124512,-22.47913360595703,2020-08-16 12:26:54.180445,,
1.2413983345031738,1.1229456663131714,-23.135292053222656,2020-08-16 12:26:54.252441,,
1.2030718326568604,1.0873143672943115,-22.608875274658203,2020-08-16 12:26:54.360330,,
1.2144312858581543,1.099200963973999,-22.505918502807617,2020-08-16 12:26:54.432328,,
1.2530983686447144,1.1380051374435425,-22.479143142700195,2020-08-16 12:26:54.494260,,
1.2281091213226318,1.1109886169433594,-22.875091552734375,2020-08-16 12:26:54.561197,,
1.1924041509628296,1.0777829885482788,-22.386938095092773,2020-08-16 12:26:54.637143,,
1.1541192531585693,1.0381635427474976,-22.647600173950195,2020-08-16 12:26:54.716364,,
1.1979552507400513,1.082779049873352,-22.495346069335938,2020-08-16 12:26:54.778491,,
1.1811467409133911,1.0635780096054077,-22.96265411376953,2020-08-16 12:26:54.841437,,
1.1948283910751343,1.0776922702789307,-22.878143310546875,2020-08-16 12:26:54.923708,,
1.1547144651412964,1.0368272066116333,-23.024856567382812,2020-08-16 12:26:54.991367,,
1.2155296802520752,1.097032070159912,-23.144073486328125,2020-08-16 12:26:55.063242,,
1.2023422718048096,1.0863853693008423,-22.647825241088867,2020-08-16 12:26:55.125853,,
1.1631327867507935,1.0448763370513916,-23.096969604492188,2020-08-16 12:26:55.187071,,
1.191066026687622,1.0743513107299805,-22.795839309692383,2020-08-16 12:26:55.238970,,
1.1845519542694092,1.0687596797943115,-22.615680694580078,2020-08-16 12:26:55.320899,,
1.2300881147384644,1.1134026050567627,-22.790149688720703,2020-08-16 12:26:55.402718,,
1.2692475318908691,1.1514561176300049,-23.006135940551758,2020-08-16 12:26:55.473735,,
1.1679784059524536,1.0522701740264893,-22.59926986694336,2020-08-16 12:26:55.526466,,
1.1820063591003418,1.0664697885513306,-22.56572914123535,2020-08-16 12:26:55.585520,,
1.1434433460235596,1.0235671997070312,-23.413299560546875,2020-08-16 12:26:55.638956,,
1.2167325019836426,1.0984262228012085,-23.1066837310791,2020-08-16 12:26:55.692188,,
1.1812372207641602,1.0616875886917114,-23.349538803100586,2020-08-16 12:26:55.776797,,
1.1839619874954224,1.0649943351745605,-23.235877990722656,2020-08-16 12:26:55.847009,,
1.1854723691940308,1.0668882131576538,-23.160964965820312,2020-08-16 12:26:55.901085,,
1.197453260421753,1.074873924255371,-23.941265106201172,2020-08-16 12:26:55.955841,,
1.178797960281372,1.0564346313476562,-23.899080276489258,2020-08-16 12:26:56.015775,,
1.1700490713119507,1.0501792430877686,-23.41207504272461,2020-08-16 12:26:56.076329,,
1.1673104763031006,1.048358678817749,-23.2327823638916,2020-08-16 12:26:56.141900,,
1.2401922941207886,1.116955041885376,-24.069772720336914,2020-08-16 12:26:56.201518,,
1.1710124015808105,1.0505493879318237,-23.527923583984375,2020-08-16 12:26:56.254434,,
1.2021491527557373,1.0805001258850098,-23.759586334228516,2020-08-16 12:26:56.313270,,
1.188567876815796,1.064198613166809,-24.290878295898438,2020-08-16 12:26:56.369308,,
1.1624102592468262,1.03713858127594,-24.46713638305664,2020-08-16 12:26:56.533841,,
,,,2020-08-16 12:27:00.186747,0.0,89.0275650024414
1.1684088706970215,1.0469045639038086,-23.7313175201416,2020-08-16 12:27:01.091266,,
,,,2020-08-16 12:27:01.188607,1.0,
1.1846600770950317,1.0630489587783813,-23.752178192138672,2020-08-16 12:27:01.275244,,
1.2188624143600464,1.0952682495117188,-24.139488220214844,2020-08-16 12:27:01.355236,,
1.182468295097351,1.060333490371704,-23.854450225830078,2020-08-16 12:27:01.428943,,
1.1581649780273438,1.0352767705917358,-24.001596450805664,2020-08-16 12:27:01.506381,,
1.1958346366882324,1.0745151042938232,-23.695228576660156,2020-08-16 12:27:01.577543,,
1.169692873954773,1.0499298572540283,-23.391216278076172,2020-08-16 12:27:01.635859,,
1.1947484016418457,1.0727484226226807,-23.828115463256836,2020-08-16 12:27:01.750066,,
1.138883352279663,1.0169806480407715,-23.809127807617188,2020-08-16 12:27:01.841655,,
1.1740134954452515,1.0520672798156738,-23.817623138427734,2020-08-16 12:27:01.899741,,
1.1355643272399902,1.0120835304260254,-24.11734390258789,2020-08-16 12:27:01.962440,,
1.1542702913284302,1.0301153659820557,-24.249006271362305,2020-08-16 12:27:02.023248,,
1.195880651473999,1.0705446004867554,-24.479692459106445,2020-08-16 12:27:02.128322,,
1.1860435009002686,1.0635908842086792,-23.916515350341797,2020-08-16 12:27:02.239805,,
1.1866551637649536,1.0651583671569824,-23.729839324951172,2020-08-16 12:27:02.326921,,
1.2220919132232666,1.0986660718917847,-24.106597900390625,2020-08-16 12:27:02.413006,,
1.2149038314819336,1.0882796049118042,-24.73129653930664,2020-08-16 12:27:02.488390,,
1.1933274269104004,1.0710334777832031,-23.885543823242188,2020-08-16 12:27:02.544474,,
1.147302269935608,1.0241492986679077,-24.053308486938477,2020-08-16 12:27:02.614528,,
1.1785389184951782,1.054533839225769,-24.21975326538086,2020-08-16 12:27:02.693406,,
1.1269603967666626,1.0029958486557007,-24.211833953857422,2020-08-16 12:27:02.780569,,
1.174335241317749,1.0464789867401123,-24.971914291381836,2020-08-16 12:27:02.857268,,
1.1508724689483643,1.0266406536102295,-24.264028549194336,2020-08-16 12:27:02.950734,,
1.1324909925460815,1.010046124458313,-23.91501235961914,2020-08-16 12:27:03.028228,,
1.1924495697021484,1.0675432682037354,-24.395755767822266,2020-08-16 12:27:03.092014,,
1.1644699573516846,1.0412869453430176,-24.059192657470703,2020-08-16 12:27:03.157371,,
1.1593749523162842,1.0358357429504395,-24.12876319885254,2020-08-16 12:27:03.221805,,
1.1923664808273315,1.070344090461731,-23.83249282836914,2020-08-16 12:27:03.282804,,
1.1727873086929321,1.0483028888702393,-24.313358306884766,2020-08-16 12:27:03.341889,,
1.2131125926971436,1.0876268148422241,-24.508935928344727,2020-08-16 12:27:03.396037,,
1.1607458591461182,1.0379178524017334,-23.989835739135742,2020-08-16 12:27:03.450761,,
1.1888654232025146,1.0659332275390625,-24.01020050048828,2020-08-16 12:27:03.502433,,
1.128448724746704,1.0056180953979492,-23.99036407470703,2020-08-16 12:27:03.561731,,
1.1506508588790894,1.026606559753418,-24.227401733398438,2020-08-16 12:27:03.634788,,
1.1368168592453003,1.011839509010315,-24.40964126586914,2020-08-16 12:27:03.773399,,
1.162384033203125,1.0376497507095337,-24.362157821655273,2020-08-16 12:27:03.846037,,
1.1813048124313354,1.053360939025879,-24.989036560058594,2020-08-16 12:27:03.909973,,
1.1492860317230225,1.024451494216919,-24.381744384765625,2020-08-16 12:27:03.967128,,
1.1660552024841309,1.041600227355957,-24.307607650756836,2020-08-16 12:27:04.043122,,
1.1767328977584839,1.053586721420288,-24.0519962310791,2020-08-16 12:27:04.120843,,
1.1471197605133057,1.019340991973877,-24.956798553466797,2020-08-16 12:27:04.203253,,
1.1664124727249146,1.0412884950637817,-24.438282012939453,2020-08-16 12:27:04.275382,,
1.1696510314941406,1.0447189807891846,-24.40079689025879,2020-08-16 12:27:04.343273,,
1.1489427089691162,1.022154688835144,-24.763286590576172,2020-08-16 12:27:04.402226,,
1.1558434963226318,1.0309128761291504,-24.400510787963867,2020-08-16 12:27:04.454586,,
1.161615252494812,1.0353331565856934,-24.664466857910156,2020-08-16 12:27:04.517342,,
1.14857816696167,1.0218753814697266,-24.746646881103516,2020-08-16 12:27:04.587628,,
1.1298494338989258,1.003553867340088,-24.6671142578125,2020-08-16 12:27:04.647642,,
1.1364293098449707,1.008426547050476,-25.000545501708984,2020-08-16 12:27:04.705367,,
1.152209997177124,1.0217483043670654,-25.480789184570312,2020-08-16 12:27:04.782592,,
1.1632615327835083,1.0339174270629883,-25.262514114379883,2020-08-16 12:27:04.841484,,
,,,2020-08-16 12:27:04.898137,1.0,
1.155847191810608,1.0295393466949463,-24.669498443603516,2020-08-16 12:27:04.978718,,
1.1472419500350952,1.0188040733337402,-25.085514068603516,2020-08-16 12:27:05.042688,,
1.1359543800354004,1.0088086128234863,-24.833147048950195,2020-08-16 12:27:05.114087,,
1.120724081993103,0.9937159419059753,-24.80628204345703,2020-08-16 12:27:05.174003,,
1.1588318347930908,1.0305801630020142,-25.049156188964844,2020-08-16 12:27:05.232472,,
1.1850329637527466,1.0548303127288818,-25.430206298828125,2020-08-16 12:27:05.300582,,
1.1087284088134766,0.981616199016571,-24.826595306396484,2020-08-16 12:27:05.371786,,
1.1722480058670044,1.0449717044830322,-24.858646392822266,2020-08-16 12:27:05.455155,,
1.1698336601257324,1.0425200462341309,-24.865951538085938,2020-08-16 12:27:05.526145,,
1.138870120048523,1.0101048946380615,-25.149463653564453,2020-08-16 12:27:05.603341,,
1.1395223140716553,1.0132040977478027,-24.671527862548828,2020-08-16 12:27:05.678508,,
1.1426239013671875,1.0173070430755615,-24.4759464263916,2020-08-16 12:27:05.741215,,
1.169869303703308,1.0440479516983032,-24.574485778808594,2020-08-16 12:27:05.834664,,
1.1235148906707764,0.9971380233764648,-24.68297576904297,2020-08-16 12:27:05.902147,,
1.172393560409546,1.0433968305587769,-25.194669723510742,2020-08-16 12:27:05.966093,,
1.1742064952850342,1.046888828277588,-24.866727828979492,2020-08-16 12:27:06.026311,,
1.153610348701477,1.0233962535858154,-25.432445526123047,2020-08-16 12:27:06.114557,,
1.209177017211914,1.0771169662475586,-25.792970657348633,2020-08-16 12:27:06.199212,,
1.1616768836975098,1.0303382873535156,-25.652057647705078,2020-08-16 12:27:06.287143,,
1.158825397491455,1.0276994705200195,-25.61053466796875,2020-08-16 12:27:06.408449,,
1.133927583694458,1.0017975568771362,-25.80664825439453,2020-08-16 12:27:06.494352,,
1.1522772312164307,1.021482229232788,-25.545907974243164,2020-08-16 12:27:06.556178,,
1.1114132404327393,0.9799070358276367,-25.684818267822266,2020-08-16 12:27:06.623886,,
1.165644645690918,1.0340757369995117,-25.697040557861328,2020-08-16 12:27:06.692096,,
1.1158555746078491,0.9852643013000488,-25.506107330322266,2020-08-16 12:27:06.760770,,
1.1619017124176025,1.0327212810516357,-25.230562210083008,2020-08-16 12:27:06.823497,,
1.163262128829956,1.0333479642868042,-25.373855590820312,2020-08-16 12:27:06.886137,,
1.1543859243392944,1.0234920978546143,-25.565204620361328,2020-08-16 12:27:06.958639,,
1.182915449142456,1.0510386228561401,-25.757190704345703,2020-08-16 12:27:07.016122,,
1.1348228454589844,1.0035570859909058,-25.637842178344727,2020-08-16 12:27:07.073037,,
1.18780517578125,1.0555906295776367,-25.823165893554688,2020-08-16 12:27:07.136969,,
1.164655089378357,1.0339529514312744,-25.52777099609375,2020-08-16 12:27:07.218050,,
1.1649588346481323,1.032646894454956,-25.842166900634766,2020-08-16 12:27:07.289923,,
1.0948469638824463,0.9639921188354492,-25.557598114013672,2020-08-16 12:27:07.355844,,
1.1588879823684692,1.0271217823028564,-25.735576629638672,2020-08-16 12:27:07.426339,,
1.1169977188110352,0.9890117645263672,-24.997249603271484,2020-08-16 12:27:07.522184,,
1.1178381443023682,0.9885246753692627,-25.256542205810547,2020-08-16 12:27:07.583417,,
1.1367723941802979,1.0063724517822266,-25.468746185302734,2020-08-16 12:27:07.639734,,
1.1498923301696777,1.017436146736145,-25.870351791381836,2020-08-16 12:27:07.719692,,
1.109107494354248,0.9762298464775085,-25.95267677307129,2020-08-16 12:27:07.812416,,
1.1623313426971436,1.0316442251205444,-25.52482795715332,2020-08-16 12:27:07.882887,,
1.14718759059906,1.0158171653747559,-25.658287048339844,2020-08-16 12:27:07.953876,,
1.1602239608764648,1.0312159061431885,-25.196895599365234,2020-08-16 12:27:08.022198,,
1.147923469543457,1.0148730278015137,-25.98640251159668,2020-08-16 12:27:08.097321,,
1.1492851972579956,1.0194085836410522,-25.366527557373047,2020-08-16 12:27:08.182760,,
1.177031397819519,1.0448094606399536,-25.82459831237793,2020-08-16 12:27:08.263452,,
1.1312029361724854,0.9996057748794556,-25.70257568359375,2020-08-16 12:27:08.332657,,
1.1483043432235718,1.0169694423675537,-25.651355743408203,2020-08-16 12:27:08.403128,,
1.1174532175064087,0.9836363196372986,-26.136112213134766,2020-08-16 12:27:08.467076,,
1.1550190448760986,1.023437738418579,-25.699462890625,2020-08-16 12:27:08.568805,,
,,,2020-08-16 12:27:08.624329,1.0,
1.1710766553878784,1.036886215209961,-26.209075927734375,2020-08-16 12:27:08.662308,,
1.1133325099945068,0.9815225601196289,-25.744144439697266,2020-08-16 12:27:08.779439,,
1.133063554763794,0.9993246793746948,-26.12088394165039,2020-08-16 12:27:08.841697,,
1.119670033454895,0.985522985458374,-26.20058822631836,2020-08-16 12:27:08.924936,,
1.1345245838165283,1.000575304031372,-26.16197967529297,2020-08-16 12:27:09.011666,,
1.112169861793518,0.9775106906890869,-26.300617218017578,2020-08-16 12:27:09.072743,,
1.1207456588745117,0.9855217933654785,-26.410907745361328,2020-08-16 12:27:09.167201,,
1.1455917358398438,1.0149211883544922,-25.521595001220703,2020-08-16 12:27:09.233235,,
1.0903347730636597,0.9589165449142456,-25.667633056640625,2020-08-16 12:27:09.314320,,
1.1094331741333008,0.9764246940612793,-25.978214263916016,2020-08-16 12:27:09.408413,,
1.1421090364456177,1.010497808456421,-25.705312728881836,2020-08-16 12:27:09.488384,,
1.1453584432601929,1.0146636962890625,-25.526323318481445,2020-08-16 12:27:09.569643,,
1.141587257385254,1.0084583759307861,-26.001724243164062,2020-08-16 12:27:09.649582,,
